,0,1,2,3
0,-0.8209460378251633,0.1706110123549025,-0.7625747339911862,-2.5398069164697503
1,0.5598921134117592,-1.4986842648619791,-0.5044429798399896,0.6390866344906307
2,-0.44524788214231653,0.17845544523049905,-0.06383300178591539,-1.7006283931860786
3,1.356935510325766,0.8251545505297488,1.030711419505559,0.15624430987264173
4,-0.22686304567189092,-0.913604221938821,-0.5884656006983631,1.113412740087403
5,-0.5477438490263449,0.08263325893071616,-0.12137362301899826,0.5626717856251917
6,-0.6472905298710311,0.387755475796416,0.5440808182194967,0.23963337601552395
7,-0.6441059311306846,-0.8661645082253905,0.760045638475035,1.2397224898113117
8,-1.037028327976442,-1.5270776722100785,-0.9016989437956943,0.7375151101058564
9,-1.4169522229760396,-0.6970960538191382,-0.10645562863754117,0.7087079370508798
