,0,1,2,3
0,-1.4365459214762475,-0.09556410717577161,-0.2986321882521008,-1.5364473060058588
1,-1.5392810731612252,-0.38147204163376774,-0.9267610661280731,-1.4560592621230486
2,-1.075540473075958,0.4540666160978743,-0.20459255249999364,-0.6891420404175314
3,-1.9554617244667816,1.6795032261855238,-0.3320046877306908,-0.7424150801903453
4,-0.06620090839719109,0.18036111038639274,1.2172582635867029,1.139222806762518
5,-1.6159047070786392,0.018984748101612877,-1.2593056169741037,0.6055212158479809
6,1.182476840877811,1.620422377665598,0.3483045089480143,1.0209905981044616
7,1.017345018425829,-0.06328325828822143,0.42815338307293005,0.550041446154773
8,0.49633398098294307,0.5946908160250151,-0.32768448644059023,-0.2895416147549158
9,1.0851151446164344,-0.6380940117240659,-1.0985220440309291,-1.227050520956503
